petition_id,people,government,child,would,school,public,service,referendum,right,change,country,british,health,allow,family,student,national,animal,support,parent
fa3029dc-5d95-4afb-88d4-eaf726d6239d,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4a2bd9f-70f1-4657-a606-e4403c1552ad,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
04334f98-cf5d-44d8-89f7-32406617727b,1,0,1,1,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
bfd8905a-2dcc-4741-a700-08a6f9b82d41,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
46f4d5a7-10ad-471d-90a0-af7b1f57a07a,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8ebd660c-f8cc-435c-a4a5-dba88974b23b,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d6cc4c8a-0abd-4a5e-91d5-80851e6fcfc3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02e583a7-ddec-4344-84eb-7ab66aa69123,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
bc67f316-0e1a-42ef-89fd-70236dbce90f,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8d237840-a467-4ca7-b7b8-efc2bd2ebbbc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5c67646a-2d32-4d3c-b6c4-b3eb8bb7cd3b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62bc04d1-83d4-41f8-b70b-b554f59d75eb,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0
abe33f39-d8a5-40ff-8d9f-8d30960e7498,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521550b3-cca0-4d35-a684-7345fb97e388,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9a81f81b-3426-4161-a9a2-c465cc6c0dad,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2e24c0ad-46c2-4ccd-b61e-4f29c47c09ac,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
e16167ec-4365-4f50-9a9c-5ec7f874470b,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664b8105-facf-483d-b712-c20d9bb4923e,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7b019c0d-d88d-4009-968c-131d5947f8f8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0
c6379cf2-75d9-4d1b-ab49-5eea20d68168,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61c01bc7-3b90-4e38-9056-8521bde8681e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53a0296e-8421-49f7-a3ee-98022ec44998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5b6b2a52-6037-4533-8c2a-643dec545384,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0a2cfb08-8b8b-4233-b284-fa4441862e32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3add3106-5979-46bb-a4e1-2a46f811c8fa,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
d13b4854-96a6-46d7-bf9b-80bd20c564ca,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
735c2b56-aa08-460c-96fe-a56049ffca10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
640d3df0-2692-4002-b13a-a17052e9a252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eaeb0afd-e9f3-4579-ac45-87541bb212b2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
01fd9472-dc64-4b11-9b66-69ecbbadd832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6e060cbb-ddd1-4b91-b6c2-4a679cc95900,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
e3a92851-bb1a-48a8-88ec-f20f593e4230,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4c75d6d2-d9e0-428d-ab69-181160e022f6,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
f032427b-9dee-4002-901b-cff84790c599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fb8334d9-2775-4847-92cd-a7128da1927e,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2f9e8403-abfe-44ad-a03b-1cbc46cab9e2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14a917f8-a753-4912-9684-fa2fbf0cc491,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0
05a20596-67ee-43d7-86c5-e1793fe77e0d,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
af7d7905-e2a0-4c52-8775-f043bb8e1a85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
e03009bd-b5bd-4a14-bac9-96f1a4fd0e72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
be94d0b2-204f-4fc2-b549-a47df6433fc8,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3b337c24-2de0-4475-b845-857013656e31,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
afa5c313-c661-46a8-92b2-f851fa427e75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61c9d5ce-8565-4140-80a5-c182e96d0e7d,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
fe831088-7eec-430c-aa86-00f85b66ea61,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
5d1e6d60-d06a-45bf-8f89-6f2cf1a09685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7de9dcc4-1517-42f4-ab01-8566b159b30d,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
1fb767e4-69f7-45ba-b36b-449c55ed0fc6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
b865d8e2-025b-4a7c-9d44-48fdbbe3eb58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3874075e-c583-4891-b4bd-f7cdfadc62ef,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3e6894a2-f735-44c0-8043-cb34ba259c3e,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
aaff3273-892d-4606-9230-d07927abf303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90a2dc99-8103-41f4-aad9-8db2ee8f55a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3407ed64-99d3-4de0-958a-e33cd2ede0ba,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8659d907-da76-4426-a92a-959acadee724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c32fec1e-cccf-4199-a59e-bd7bc6909370,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
75664c19-64b2-47fb-a46b-0850b5b5c358,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
e3132f56-e575-47b9-9936-4b2ac89c9482,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eb4aa985-66e2-4261-99ba-bdb95b594a5e,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a70a7593-c85c-4ba7-b789-57244b1c0db7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68c79b43-5502-4466-8100-e2d99cfc8506,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
e41bf5bb-dbf7-42df-9a17-2f08db72e8c7,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11673418-85ac-430b-a12b-ba5437157c49,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
a1c250f6-5793-4a97-8c8f-a862a8d797b5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37ae6ca5-a386-4895-8b05-f76f33aa7218,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0a970d98-ebf6-497e-9579-4a4c070b3d42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e03b0ec8-bc90-45f2-a767-08a4184933d7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
56c36a9a-77d4-48a3-bc19-9f1cad4275c6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ac6390be-708d-414a-90e8-968ad0bf531d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6d1fd363-80d3-408c-ae32-aa1d07431702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a1e169aa-121f-47e5-9896-7693c8da472b,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
5d6fe64d-8f62-445b-a9bf-5ef23b443bfb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a9ac5367-2088-470f-a93a-6bbc246d0265,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
5f5e816e-e26e-4a93-b9e7-c1f8bd9496ba,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6ebc8ce-50b2-47a3-8428-247af89de5d0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
158e659f-5a4a-425a-a46d-7eaa24cced52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
b26f7ee5-7663-42fa-8098-7f1e80f2a19e,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
dad293bd-ad9e-45c3-b03f-c4a78459b7d4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a1a418d0-2b6b-495b-9bd6-06f04b6d3c81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3edcdb56-43ad-4cb8-8fea-5641b8a20e33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4433b299-b491-4800-bb9d-4f5784d020ba,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
e4f7bfe4-854a-4177-894b-b6980f1451b8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
49ec36e3-a84a-47d4-a1c0-d6f6d0c73cb3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4d6a5b39-5b91-4c09-9e96-f48164f96575,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97059e32-fb9d-437b-b428-86e9e5a51d5c,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
abe31417-7eb1-4790-814a-c9b7cedc5a57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed7a579a-c08b-42ce-afbb-ad579b7c250b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
76e73c12-8214-4f0a-92d7-f37eb206325a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26985482-1d77-4078-82aa-80dad6755e28,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2
0dd2405a-efbd-44c2-9749-60d4d2aafa47,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
8cb5b90d-91f8-4423-a8c9-37d65f367ccc,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90a4898b-1f01-45bb-bc6f-3ba5854ae854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7b9936e6-af6a-4374-addd-0ac809c36abd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32346528-2a4e-45ee-888e-93bfa8d2bb6c,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
adb8278b-1662-4b83-9674-d11b5ccac223,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83f3502b-af6a-40e3-9e64-97096940c261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
c3184c48-27f8-4cee-8f24-01d657a6cf32,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
b1c6cde8-adb0-4eed-8b78-0459c3cdeba8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ee64b69b-ccf6-4c39-875a-b1c83647c9f3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11daf77b-ac0b-40fd-af18-cbe995b3d5a8,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0
d963702c-95e4-40e7-9362-34d6d0148a58,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
fc3eed08-6ca3-4268-88de-b20d0100f6db,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
9f522b66-50b8-4fd1-b7aa-09e0838fa07c,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
f9ef5849-fd44-44e8-9993-0156b8e5bee3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39640d0f-9979-4638-a2bb-6a3434fefa36,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
dc4ab562-357a-4fd1-88db-68796a8fc307,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
e5fe5c4b-09d5-434c-af70-241a8205d8cc,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7cf6f026-716a-44d2-b70b-40f13d705251,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7c4ec733-5c2e-4ddc-a159-2ffadb5fd396,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
84ebe75e-262b-4a09-bb34-6ab098c826ba,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92e3092b-78b7-4743-9a22-831a3fc1dc25,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0
2528a3d2-fdc7-41c3-8822-6046017df067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
f2f3df89-bbc3-47b6-855a-674cc6961854,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0
09171835-30c4-47ec-b115-184e23c01552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77322a32-8da7-48b0-a528-1510a8c918f1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
6960bfe0-7f68-4017-92cf-b69fdc3245e8,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0d0c337f-5cb2-4481-9a54-8d4820143374,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0a8c4924-17bc-45ff-b4bd-7ea85a35338d,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
b14b28f2-fbb0-403f-95ba-10745948fc33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
211be1f5-c892-4d08-a308-f5b3fe2633ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798258d4-1dee-43a5-a893-33dc5113a26c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9b2afe8c-c67e-4344-b541-84fd0e979d43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65cc8206-5fde-465e-89d9-4dd121a8fae0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1a8b55bf-364e-49c9-b653-1bccdb79fc55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8e4bcbc0-b593-4af5-89b2-cdc357f297da,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0677aaa6-720a-482f-8b2b-777e66f795f9,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
5f9eb5fe-0db4-4f6a-b577-bba3f374e8a5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
e30f272b-cd70-43a6-8f17-23fbbb2bdc7c,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
da464f93-692d-459b-b696-47cc93215e4a,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7dbce704-5b12-4e65-9a5e-10efef91a2de,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0f3b577d-d317-49bc-9482-94b2571ea89f,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bb305f0b-02ba-4db5-9dde-b2ab9edf31ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1540e3ff-c31c-4edc-9adc-4e5137ca8873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5e828228-6821-4ac6-9aa1-b9da55b636ad,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
29f4e5cb-e7ba-4a10-8d15-dc20d84a981b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4cee2a85-59fc-4135-992b-8be1cdecf362,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bf02d8ea-1f83-434a-a57b-40eeda8a321b,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f1671e9f-744b-4684-990b-69a2aa8a5b9b,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52c6a87c-73c4-4cbb-b863-79a9cb8d6d1f,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32d7431b-8dc8-4bb3-857f-1e548a0fd30d,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1a3525a3-94c4-40a4-a7cd-035547ff2ac0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d8e7bbdb-7a17-4d54-949f-06c90a7d3a89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683d4a11-beeb-4284-927d-34ed596c446c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7527ec2e-b771-46b7-9d70-e5b237d8045c,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7d259c4f-da69-48b0-97f1-fed1964fc38f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8f6d6ea8-9825-4676-bdd1-c5215d0abfb9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
